shift,offense,xblock,yblock,latitude,longitude
EVENING,THEFT F/AUTO,397424,141730,38.94345866,-77.02971473
DAY,THEFT/OTHER,401337,134586,38.87910585,-76.98459132
DAY,THEFT/OTHER,397162,140182,38.92951301,-77.03273055
DAY,THEFT/OTHER,396662,138429,38.91371967,-77.03848851
DAY,THEFT F/AUTO,397533,141004,38.93691896,-77.02845478
DAY,THEFT F/AUTO,398054,138140,38.91112044,-77.02243736
DAY,THEFT/OTHER,401701,136862,38.89960828,-76.98039065
DAY,THEFT/OTHER,401340,138664,38.91584194,-76.98454879
EVENING,THEFT/OTHER,396019,138306,38.91260896,-77.04590185
EVENING,THEFT F/AUTO,397005,138854,38.91754944,-77.03453543
EVENING,ROBBERY,397551,142144,38.94718846,-77.02825123
EVENING,THEFT/OTHER,396324,139443,38.92285276,-77.04239122
MIDNIGHT,THEFT F/AUTO,397699,136718,38.89830971,-77.02652574
EVENING,THEFT/OTHER,401147,134664,38.87980877,-76.9867809
EVENING,ROBBERY,399352,137782,38.90789737,-77.0074711
EVENING,THEFT/OTHER,397216.27,137538.44,38.90569913,-77.03209394
EVENING,ROBBERY,401803,130825,38.84522436,-76.97923062
EVENING,ROBBERY,399714,143129,38.95606497,-77.00329966
EVENING,THEFT F/AUTO,400544,138310,38.91265385,-76.99372755
EVENING,THEFT F/AUTO,396842,142206,38.94774471,-77.03643042
EVENING,THEFT/OTHER,402965,132500,38.86031033,-76.96583791
EVENING,ASSAULT W/DANGEROUS WEAPON,394555,137240,38.90299822,-77.06277365
EVENING,THEFT/OTHER,397229,138975,38.91864019,-77.03195297
EVENING,ROBBERY,397200,139695,38.92512609,-77.03229031
DAY,MOTOR VEHICLE THEFT,405728,134985,38.88268255,-76.93398253
EVENING,THEFT F/AUTO,399823,137251,38.90311416,-77.00204058
EVENING,THEFT/OTHER,400541,139301,38.9215811,-76.99376136
EVENING,THEFT F/AUTO,397467,144247,38.96613259,-77.02922801
EVENING,THEFT F/AUTO,398055,138877,38.91775959,-77.02242792
EVENING,THEFT F/AUTO,397745,138854,38.91755165,-77.02600247
EVENING,THEFT/OTHER,400930,137051,38.90131201,-76.98927858
EVENING,THEFT F/AUTO,398532,137185,38.9025184,-77.01692398
EVENING,ASSAULT W/DANGEROUS WEAPON,405391,135837,38.89035982,-76.93785991
EVENING,THEFT/OTHER,396107,139048,38.91929354,-77.0448914
EVENING,THEFT/OTHER,396217.89,138008.23,38.90992743,-77.04360696
EVENING,THEFT/OTHER,405127,137046,38.90125251,-76.94089391
EVENING,THEFT/OTHER,394088,138708,38.91621945,-77.06817018
EVENING,THEFT/OTHER,397162,140182,38.92951301,-77.03273055
MIDNIGHT,THEFT F/AUTO,397815,139148,38.92020028,-77.02519624
MIDNIGHT,THEFT F/AUTO,397802,139380,38.92229018,-77.02534689
MIDNIGHT,THEFT F/AUTO,397873,138932,38.91825462,-77.02452674
MIDNIGHT,ROBBERY,402074,131290,38.84941268,-76.97610747
MIDNIGHT,THEFT/OTHER,394491,137765,38.9077272,-77.0635157
MIDNIGHT,ROBBERY,395052,137535,38.90565862,-77.05704603
MIDNIGHT,THEFT/OTHER,399953,141548,38.94182293,-77.00054214
MIDNIGHT,ASSAULT W/DANGEROUS WEAPON,404806,136726,38.89837165,-76.94459677
MIDNIGHT,THEFT F/AUTO,397835,136718,38.89831005,-77.02495795
MIDNIGHT,THEFT/OTHER,402357,134072,38.87447339,-76.97283777
MIDNIGHT,THEFT/OTHER,397330,138792,38.91699197,-77.03078761
MIDNIGHT,ROBBERY,395861,137976,38.90963548,-77.04772164
MIDNIGHT,ROBBERY,396559,137255,38.90314347,-77.03967026
MIDNIGHT,THEFT F/AUTO,396232,137848,38.90848408,-77.0434434
MIDNIGHT,ASSAULT W/DANGEROUS WEAPON,396559,137255,38.90314347,-77.03967026
MIDNIGHT,ROBBERY,406518,135268,38.88522642,-76.92487479
MIDNIGHT,ROBBERY,398055,138735,38.9164804,-77.02242752
MIDNIGHT,THEFT/OTHER,400384,136927,38.90019538,-76.99557316
MIDNIGHT,MOTOR VEHICLE THEFT,402901,131166,38.8482933,-76.96658094
MIDNIGHT,THEFT F/AUTO,397294,140084,38.92863061,-77.03120782
MIDNIGHT,ROBBERY,397115,137836,38.90837932,-77.03326274
DAY,SEX ABUSE,396460,139128,38.9200157,-77.04082126
DAY,THEFT/OTHER,398469,134448,38.87786237,-77.01764419
DAY,MOTOR VEHICLE THEFT,401489,131854,38.85449462,-76.98284546
DAY,THEFT F/AUTO,400398,142374,38.94926368,-76.99540861
EVENING,MOTOR VEHICLE THEFT,397760,143330,38.95787282,-77.02584412
EVENING,THEFT/OTHER,400948,135929,38.89120461,-76.98907262
EVENING,THEFT/OTHER,402965,132500,38.86031033,-76.96583791
EVENING,THEFT/OTHER,399078,136928,38.90020399,-77.01062902
EVENING,ROBBERY,397162,140182,38.92951301,-77.03273055
EVENING,THEFT/OTHER,394622,137482,38.90517865,-77.06200313
EVENING,THEFT/OTHER,397228,138264,38.91223526,-77.03196163
MIDNIGHT,THEFT F/AUTO,397920,136943,38.90033714,-77.02397875
EVENING,THEFT F/AUTO,398010,138551,38.91482277,-77.02294587
MIDNIGHT,THEFT F/AUTO,406609,135214,38.88473929,-76.92382646
EVENING,THEFT F/AUTO,398821,143013,38.95501927,-77.01360223
EVENING,ROBBERY,398107,140006,38.92793009,-77.02183142
EVENING,BURGLARY,397643,144753,38.97069125,-77.0271989
EVENING,THEFT/OTHER,394964.33,140772.69,38.93482428,-77.05808053
MIDNIGHT,THEFT F/AUTO,397343,137783,38.9079026,-77.0306338
MIDNIGHT,THEFT F/AUTO,397802,139380,38.92229018,-77.02534689
MIDNIGHT,ROBBERY,404880,133290,38.86741844,-76.9437681
MIDNIGHT,ROBBERY,398477,137531,38.90563519,-77.01755882
MIDNIGHT,THEFT F/AUTO,398747,134091,38.87464681,-77.01443969
MIDNIGHT,THEFT F/AUTO,395292,137346,38.90395736,-77.05427775
MIDNIGHT,THEFT F/AUTO,398472,137975,38.90963489,-77.01761746
MIDNIGHT,THEFT/OTHER,401872,141994,38.94583863,-76.97840535
EVENING,THEFT F/AUTO,395856,137321,38.90373499,-77.04777533
MIDNIGHT,THEFT/OTHER,401560,137150,38.90220295,-76.98201546
MIDNIGHT,THEFT/OTHER,401391,132595,38.86117003,-76.98397301
MIDNIGHT,THEFT/OTHER,397655,139302,38.92158715,-77.0270418
MIDNIGHT,THEFT/OTHER,401978,140078,38.9285785,-76.9771881
MIDNIGHT,ASSAULT W/DANGEROUS WEAPON,405034,135149,38.88416417,-76.94197995
MIDNIGHT,THEFT/OTHER,403949,135293,38.88546692,-76.95448444
MIDNIGHT,ASSAULT W/DANGEROUS WEAPON,399075,138915,38.91810357,-77.01066629
MIDNIGHT,THEFT F/AUTO,397370,137709,38.90723606,-77.03032222
MIDNIGHT,THEFT F/AUTO,399823,135836,38.89036732,-77.00204021
MIDNIGHT,ROBBERY,402258,132857,38.86352843,-76.97398264
MIDNIGHT,ASSAULT W/DANGEROUS WEAPON,404579,137347,38.90396705,-76.94720947
MIDNIGHT,THEFT F/AUTO,401970,139983,38.92772273,-76.97728063
MIDNIGHT,THEFT/OTHER,396455,139555,38.92386223,-77.04088112
MIDNIGHT,BURGLARY,397172,138470,38.9140908,-77.03260817
MIDNIGHT,BURGLARY,397228,138182,38.91149657,-77.0319613
MIDNIGHT,MOTOR VEHICLE THEFT,401506,134591,38.87915061,-76.98264361
DAY,ASSAULT W/DANGEROUS WEAPON,398099,137783,38.90790456,-77.02191752
DAY,THEFT F/AUTO,402542,131003,38.84682603,-76.97071716
DAY,MOTOR VEHICLE THEFT,399878,143983,38.96375806,-77.0014077
DAY,BURGLARY,391384,140460,38.93197966,-77.09937148
DAY,BURGLARY,399160,143127,38.9560466,-77.0096913
DAY,THEFT F/AUTO,404600,136168,38.89334609,-76.94697526
DAY,MOTOR VEHICLE THEFT,401763,133056,38.86532224,-76.97968567
DAY,THEFT F/AUTO,393411,141168,38.93837507,-77.07600016
DAY,MOTOR VEHICLE THEFT,398010,138058,38.91038166,-77.02294444
DAY,THEFT F/AUTO,393782,140519,38.93253139,-77.07171502
DAY,THEFT F/AUTO,396744.98,137186.27,38.90252504,-77.03752583
DAY,THEFT F/AUTO,403604,136191,38.89355793,-76.95845614
DAY,BURGLARY,397162,141258,38.93920594,-77.032735
DAY,THEFT/OTHER,397229,139084,38.91962209,-77.03195341
DAY,MOTOR VEHICLE THEFT,401043,129944,38.83728914,-76.98798666
DAY,THEFT/OTHER,395288,139501,38.9233703,-77.05433865
DAY,THEFT F/AUTO,399080,138468,38.91407685,-77.01060803
DAY,MOTOR VEHICLE THEFT,393243,139307,38.92160934,-77.07791961
DAY,THEFT/OTHER,397897,140906,38.93603709,-77.02425604
DAY,ROBBERY,400366,132181,38.85744156,-76.9957832
DAY,THEFT/OTHER,400233,136927,38.90019544,-76.99731392
EVENING,THEFT/OTHER,397172,138470,38.9140908,-77.03260817
DAY,THEFT/OTHER,396559,137255,38.90314347,-77.03967026
DAY,BURGLARY,399910,131120,38.84788369,-77.00103678
DAY,THEFT/OTHER,400594,139371,38.92221165,-76.99315012
DAY,THEFT/OTHER,397422,140620,38.93345945,-77.02973363
DAY,THEFT F/AUTO,397529,139979,38.92768543,-77.02849722
DAY,THEFT F/AUTO,392737,142375,38.94924276,-77.08378712
DAY,ROBBERY,397609,137709,38.90723675,-77.02756671
DAY,THEFT F/AUTO,402240,137276,38.90333653,-76.97417564
DAY,THEFT/OTHER,394548,137621,38.90643036,-77.06285738
DAY,THEFT/OTHER,401838,139091,38.9196876,-76.97880533
EVENING,THEFT/OTHER,401535,131621,38.85239558,-76.98231603
EVENING,THEFT F/AUTO,402158,138824,38.91728165,-76.97511613
EVENING,THEFT/OTHER,395317,139759,38.9256946,-77.05400598
EVENING,BURGLARY,406249,135945,38.89132704,-76.92796907
EVENING,BURGLARY,397115,137836,38.90837932,-77.03326274
DAY,MOTOR VEHICLE THEFT,400695,129114,38.82981247,-76.99199578
DAY,THEFT/OTHER,406891,136981,38.90065491,-76.92055848
DAY,THEFT/OTHER,390546,140878,38.93573651,-77.10904219
DAY,ROBBERY,396276,140799,38.93506783,-77.04295211
DAY,THEFT F/AUTO,391862,140621,38.93343455,-77.09386044
DAY,THEFT F/AUTO,405084,135772,38.8897761,-76.94139906
DAY,THEFT/OTHER,397577,143785,38.96197109,-77.0279571
DAY,THEFT/OTHER,397430,136664,38.89782251,-77.02962655
DAY,THEFT/OTHER,402637,134020,38.87400416,-76.96961123
DAY,THEFT/OTHER,401897,135647,38.88866271,-76.97813449
EVENING,THEFT/OTHER,399555,141512,38.94149852,-77.00513303
DAY,THEFT F/AUTO,396326,139306,38.92161863,-77.04236742
DAY,THEFT F/AUTO,397163,142204,38.94772779,-77.03272738
DAY,THEFT/OTHER,399759,135355,38.88603428,-77.00277775
DAY,THEFT/OTHER,400196,140099,38.92876988,-76.99773956
DAY,THEFT F/AUTO,397874,139955,38.92747014,-77.02451838
DAY,THEFT F/AUTO,392960,140270,38.93028212,-77.08119296
DAY,THEFT/OTHER,399756,137052,38.90132148,-77.00281293
DAY,THEFT F/AUTO,397506,145828,38.98037472,-77.02878375
DAY,THEFT F/AUTO,397238,139219,38.92083825,-77.03185017
EVENING,THEFT F/AUTO,397564,138713,38.916281,-77.02808909
EVENING,THEFT/OTHER,401337,134586,38.87910585,-76.98459132
EVENING,THEFT F/AUTO,400638,135092,38.88366488,-76.9926467
EVENING,THEFT/OTHER,397174,140033,38.92817081,-77.03259154
DAY,ROBBERY,396114,140562,38.93293216,-77.04481925
EVENING,THEFT/OTHER,397780,140744,38.93457746,-77.025605
DAY,THEFT/OTHER,399258,138079,38.91057277,-77.00855519
DAY,THEFT/OTHER,397155.47,137185.86,38.90252277,-77.03279345
DAY,BURGLARY,401390,138400,38.91346366,-76.98397279
DAY,MOTOR VEHICLE THEFT,405592,138052,38.91031207,-76.93552502
DAY,THEFT/OTHER,399214.79,137753.75,38.90764277,-77.00905302
DAY,THEFT F/AUTO,390713,140124,38.92894604,-77.10710581
DAY,THEFT/OTHER,398099,134661,38.87978044,-77.02190888
DAY,THEFT F/AUTO,394909,137849,38.90848642,-77.05869702
DAY,MOTOR VEHICLE THEFT,399765,144163,38.96537952,-77.00271161
DAY,THEFT/OTHER,401165,138586,38.91513954,-76.9865668
EVENING,THEFT/OTHER,402240,137433,38.90475084,-76.97417513
DAY,MOTOR VEHICLE THEFT,391512,141896,38.94491681,-77.09791297
DAY,THEFT F/AUTO,402869,139542,38.92374759,-76.9669146
DAY,MOTOR VEHICLE THEFT,403749,135661,38.88878288,-76.9567876
DAY,THEFT/OTHER,398098,136276,38.89432897,-77.02192488
DAY,THEFT/OTHER,399389,138879,38.91777954,-77.00704548
DAY,THEFT F/AUTO,396877,138856,38.91756701,-77.03601142
DAY,THEFT/OTHER,399759,139012,38.91897783,-77.00277903
DAY,MOTOR VEHICLE THEFT,392840,137719,38.90730092,-77.08255032
DAY,THEFT/OTHER,396525,138634,38.91556584,-77.04006921
DAY,THEFT/OTHER,394650,141697,38.94314888,-77.06171317
DAY,THEFT F/AUTO,400278,137522,38.90555539,-76.99679491
DAY,THEFT F/AUTO,391137,141835,38.9443636,-77.10223798
DAY,MOTOR VEHICLE THEFT,401860,139150,38.92021904,-76.97855148
DAY,THEFT/OTHER,394861,138007,38.90990946,-77.05925162
DAY,THEFT F/AUTO,397978,144246,38.96612491,-77.02333163
DAY,ASSAULT W/DANGEROUS WEAPON,401542,133481,38.86915123,-76.98223121
DAY,THEFT/OTHER,398397,141933,38.94528966,-77.01849143
DAY,ROBBERY,398357,137664,38.90683309,-77.01894264
DAY,THEFT/OTHER,395952,136538,38.8966819,-77.04666396
DAY,THEFT/OTHER,401135,136927,38.90019474,-76.98691547
DAY,MOTOR VEHICLE THEFT,400997,130281,38.84032504,-76.988516
DAY,THEFT F/AUTO,400488,139428,38.92272519,-76.99437245
DAY,THEFT/OTHER,396835,139331,38.92184582,-77.03649791
DAY,THEFT/OTHER,398225,138304,38.91259817,-77.02046616
DAY,THEFT/OTHER,394964.33,140772.69,38.93482428,-77.05808053
DAY,THEFT F/AUTO,392777,143682,38.96101688,-77.08333943
DAY,THEFT/OTHER,404905,136964,38.90051509,-76.9434538
DAY,THEFT/OTHER,400231,135453,38.8869171,-76.99733748
EVENING,MOTOR VEHICLE THEFT,400891,131932,38.85519809,-76.98973483
EVENING,THEFT F/AUTO,403147,139448,38.92289986,-76.96370913
EVENING,THEFT/OTHER,397505,138305,38.91260543,-77.02876793
DAY,ROBBERY,397293,141199,38.93867487,-77.03122375
EVENING,THEFT/OTHER,405791,137581,38.90606785,-76.93323455
EVENING,THEFT F/AUTO,391199,140741,38.93450916,-77.10150875
EVENING,ROBBERY,401305,138586,38.91513935,-76.98495251
EVENING,THEFT F/AUTO,392059,142693,38.95210152,-77.09161231
EVENING,THEFT/OTHER,394964.33,140772.69,38.93482428,-77.05808053
EVENING,THEFT F/AUTO,391723,139960,38.92747877,-77.09545564
EVENING,THEFT/OTHER,400436,135043,38.88322359,-76.99497489
MIDNIGHT,THEFT F/AUTO,403412,133764,38.87169534,-76.96068141
DAY,BURGLARY,397294,140084,38.92863061,-77.03120782
EVENING,THEFT/OTHER,393867,138621,38.91543421,-77.07071771
EVENING,THEFT F/AUTO,400251.6,140497.96,38.93236382,-76.99709819
EVENING,THEFT/OTHER,398185,136884,38.89980623,-77.02092361
EVENING,THEFT F/AUTO,400384,140388,38.93137322,-76.99557123
EVENING,THEFT F/AUTO,401501,134825,38.88125859,-76.98270073
EVENING,THEFT F/AUTO,393203,140507,38.93241901,-77.07839276
EVENING,THEFT F/AUTO,397717,141494,38.94133352,-77.02633412
EVENING,THEFT/OTHER,394737,137483,38.90518836,-77.0606773
EVENING,THEFT/OTHER,397965,136733,38.89844549,-77.02345936
EVENING,THEFT F/AUTO,399622,134352,38.87699882,-77.00435625
EVENING,THEFT/OTHER,400135,137251,38.90311416,-76.99844363
EVENING,THEFT/OTHER,398144,140137,38.92911026,-77.02140506
EVENING,THEFT/OTHER,397799,141494,38.94133373,-77.02538826
EVENING,THEFT/OTHER,393908,138522,38.91454267,-77.07024408
EVENING,THEFT/OTHER,398028,140906,38.93603739,-77.02274509
EVENING,THEFT/OTHER,400231,135453,38.8869171,-76.99733748
EVENING,ASSAULT W/DANGEROUS WEAPON,399269,138345,38.912969,-77.00842864
EVENING,THEFT F/AUTO,399823,137425,38.90468161,-77.00204062
EVENING,THEFT/OTHER,400489,136192,38.89357418,-76.99436322
MIDNIGHT,THEFT/OTHER,396266,139088,38.91965456,-77.04305814
EVENING,THEFT/OTHER,400233,136927,38.90019544,-76.99731392
MIDNIGHT,THEFT/OTHER,404146,132753,38.86258468,-76.95222917
EVENING,THEFT/OTHER,399078,136928,38.90020399,-77.01062902
EVENING,THEFT/OTHER,396419,140448,38.93190651,-77.04130093
MIDNIGHT,THEFT/OTHER,398946,138974,38.91863491,-77.01215389
EVENING,THEFT/OTHER,398127,140238,38.93002006,-77.0216014
DAY,THEFT/OTHER,404541,136535,38.89665246,-76.94765293
DAY,ROBBERY,398099,137916,38.90910267,-77.02191789
DAY,THEFT/OTHER,400840,139142,38.92014854,-76.99031358
DAY,THEFT F/AUTO,401173,136105,38.89278981,-76.9864788
DAY,THEFT/OTHER,396832,138017,38.91000886,-77.03652644
DAY,THEFT F/AUTO,400233,136400,38.89544803,-76.9973141
DAY,ROBBERY,399759,130493,38.84223537,-77.00277605
DAY,THEFT F/AUTO,398748,136930,38.9002216,-77.01443334
DAY,THEFT/OTHER,400233,136927,38.90019544,-76.99731392
DAY,THEFT F/AUTO,401135,135527,38.88758302,-76.98691778
DAY,THEFT F/AUTO,403340,132117,38.85685876,-76.96151911
DAY,MOTOR VEHICLE THEFT,403861,133467,38.86901799,-76.95550897
DAY,THEFT F/AUTO,395314,136983,38.90068745,-77.05402164
DAY,THEFT/OTHER,401147,134664,38.87980877,-76.9867809
MIDNIGHT,THEFT F/AUTO,397497.21,137185.88,38.90252399,-77.02885367
DAY,THEFT F/AUTO,394956,145142,38.97418413,-77.05820874
DAY,THEFT F/AUTO,398185,135275,38.88531177,-77.02091936
DAY,THEFT F/AUTO,405746,136835,38.89934792,-76.9337596
DAY,THEFT F/AUTO,402068,133380,38.8682403,-76.97617031
DAY,THEFT/OTHER,399759,139012,38.91897783,-77.00277903
DAY,THEFT F/AUTO,394784,137339,38.90389143,-77.06013434
DAY,MOTOR VEHICLE THEFT,397029,140633,38.93357532,-77.03426639
DAY,THEFT F/AUTO,391234,140409,38.93151875,-77.10110083
DAY,THEFT/OTHER,397700,136611,38.89734582,-77.02651386
DAY,THEFT F/AUTO,395151,137409,38.90452412,-77.05590376
MIDNIGHT,THEFT/OTHER,395521,137007,38.90090473,-77.05163543
MIDNIGHT,THEFT F/AUTO,398099,138058,38.91038186,-77.02191828
MIDNIGHT,ASSAULT W/DANGEROUS WEAPON,399214.79,137753.75,38.90764277,-77.00905302
MIDNIGHT,THEFT F/AUTO,402823,139389,38.92236947,-76.9674457
MIDNIGHT,THEFT/OTHER,397155.47,137185.86,38.90252277,-77.03279345
DAY,MOTOR VEHICLE THEFT,391608,139323,38.92173938,-77.0967741
DAY,THEFT F/AUTO,394962,137339,38.90389247,-77.05808221
DAY,THEFT F/AUTO,401024,142395,38.94945235,-76.98818694
DAY,THEFT/OTHER,401939,140128,38.92902901,-76.97763773
DAY,BURGLARY,399323,138138,38.91110432,-77.0078058
DAY,MOTOR VEHICLE THEFT,404562,135426,38.88666207,-76.94741821
DAY,THEFT/OTHER,401501,134848,38.88146578,-76.98270068
DAY,ROBBERY,400930,135000,38.88283584,-76.98928136
DAY,THEFT F/AUTO,402184,130991,38.84671889,-76.97484122
DAY,THEFT/OTHER,394088,138708,38.91621945,-77.06817018
DAY,THEFT/OTHER,396029,137018,38.90100626,-77.0457791
DAY,THEFT/OTHER,398469,134448,38.87786237,-77.01764419
DAY,BURGLARY,404905,136964,38.90051509,-76.9434538
DAY,THEFT F/AUTO,394694,137385,38.90430528,-77.06117229
EVENING,THEFT F/AUTO,397704,145832,38.98041129,-77.0264986
DAY,THEFT F/AUTO,400251.53,140544.5,38.93278307,-76.99709898
DAY,THEFT F/AUTO,401247,137058,38.90137468,-76.98562407
DAY,THEFT F/AUTO,396141,138608,38.91533003,-77.04449686
EVENING,THEFT/OTHER,404370,136293,38.8944733,-76.9496257
DAY,THEFT/OTHER,400541,139301,38.9215811,-76.99376136
MIDNIGHT,ROBBERY,397991,140078,38.92857843,-77.02316942
MIDNIGHT,BURGLARY,397228,138264,38.91223526,-77.03196163
MIDNIGHT,ROBBERY,399832,129812,38.83610063,-77.001935
MIDNIGHT,THEFT F/AUTO,404426,136093,38.89267135,-76.94898146
DAY,MOTOR VEHICLE THEFT,400069,137690,38.90706884,-76.99920448
DAY,THEFT/OTHER,398945,138345,38.91296867,-77.01216445
DAY,THEFT F/AUTO,397506,145562,38.97797853,-77.02878278
DAY,BURGLARY,399878,137742,38.90753727,-77.00140659
DAY,THEFT F/AUTO,401258,137689,38.90705893,-76.9854961
DAY,BURGLARY,402372,131325,38.84972723,-76.97267438
DAY,THEFT F/AUTO,401174,130512,38.84240578,-76.98647682
DAY,THEFT F/AUTO,397373,140743,38.93456733,-77.03029925
DAY,ASSAULT W/DANGEROUS WEAPON,401445,137508,38.90542813,-76.98334049
DAY,THEFT F/AUTO,401980,139268,38.92128176,-76.97716737
EVENING,THEFT F/AUTO,400908,140085,38.92864332,-76.9895282
DAY,THEFT F/AUTO,396662,138429,38.91371967,-77.03848851
DAY,THEFT F/AUTO,406200,136945,38.90033575,-76.92852486
DAY,THEFT F/AUTO,398718,142950,38.9544516,-77.01479043
DAY,THEFT F/AUTO,397802,139380,38.92229018,-77.02534689
DAY,THEFT/OTHER,400437,136362,38.89510563,-76.99496253
DAY,THEFT/OTHER,397603,142843,38.95348538,-77.02765381
DAY,THEFT/OTHER,397577,143785,38.96197109,-77.0279571
DAY,ASSAULT W/DANGEROUS WEAPON,402026,133858,38.87254642,-76.97665287
DAY,THEFT/OTHER,394449,137479,38.90515055,-77.06399762
DAY,THEFT/OTHER,399078,136928,38.90020399,-77.01062902
DAY,THEFT/OTHER,397519,141317,38.93973851,-77.02861739
MIDNIGHT,MOTOR VEHICLE THEFT,397745,138854,38.91755165,-77.02600247
MIDNIGHT,THEFT/OTHER,395858,137094,38.9016901,-77.04775091
MIDNIGHT,ROBBERY,396009,139485,38.92322974,-77.04602401
MIDNIGHT,THEFT F/AUTO,403249,138982,38.91870161,-76.96253508
MIDNIGHT,THEFT F/AUTO,398987,137531,38.90563593,-77.01167898
MIDNIGHT,THEFT/OTHER,400742,141663,38.94285857,-76.99144094
MIDNIGHT,BURGLARY,396456,137483,38.90519697,-77.04085889
DAY,THEFT/OTHER,399078,136928,38.90020399,-77.01062902
DAY,THEFT F/AUTO,400741,142154,38.94728164,-76.99145194
DAY,THEFT F/AUTO,406407,137111,38.90182966,-76.92613697
DAY,MOTOR VEHICLE THEFT,401385,138310,38.91265292,-76.98403062
DAY,THEFT/OTHER,401740,137077,38.901545,-76.97994051
DAY,THEFT/OTHER,398469,134448,38.87786237,-77.01764419
DAY,THEFT F/AUTO,403156,134215,38.87575908,-76.96362938
DAY,THEFT F/AUTO,402258,132857,38.86352843,-76.97398264
DAY,ROBBERY,402423,134032,38.87411287,-76.97207732
DAY,ROBBERY,400557,130171,38.8393345,-76.99358425
DAY,THEFT/OTHER,397904,140846,38.93549661,-77.02417512
DAY,SEX ABUSE,398907,128749,38.82652397,-77.01258735
DAY,THEFT/OTHER,396029,137534,38.90565457,-77.04578208
DAY,THEFT/OTHER,400638,137118,38.90191583,-76.99264482
DAY,THEFT F/AUTO,405566,134039,38.87416165,-76.93585731
DAY,BURGLARY,401542,135210,38.88472674,-76.98222733
DAY,THEFT F/AUTO,402228,133997,38.87379809,-76.97432462
DAY,THEFT/OTHER,397921,137916,38.90910227,-77.02397017
DAY,THEFT/OTHER,396309,138719,38.91633067,-77.0425603
DAY,THEFT/OTHER,396029,137018,38.90100626,-77.0457791
DAY,THEFT/OTHER,397162,140182,38.92951301,-77.03273055
DAY,BURGLARY,396689,138599,38.91525119,-77.03817801
DAY,THEFT/OTHER,396167,136956,38.90044835,-77.04418784
DAY,THEFT F/AUTO,397728,141848,38.94452248,-77.02620841
DAY,THEFT/OTHER,399890,143127,38.95604699,-77.0012691
DAY,THEFT F/AUTO,397880,145290,38.97552928,-77.02446567
DAY,MOTOR VEHICLE THEFT,398671,141407,38.94055176,-77.01532968
DAY,THEFT/OTHER,397963,140327,38.93082144,-77.02349308
EVENING,MOTOR VEHICLE THEFT,404541,136535,38.89665246,-76.94765293
DAY,MOTOR VEHICLE THEFT,406152,135485,38.88718388,-76.92909129
DAY,THEFT/OTHER,398099,138672,38.91591297,-77.02191998
EVENING,ROBBERY,401822,137058,38.90137367,-76.97899523
DAY,THEFT F/AUTO,400096,137623,38.90646528,-76.99889319
DAY,THEFT F/AUTO,402603,133930,38.8731935,-76.97000339
DAY,THEFT F/AUTO,397424,140255,38.93017143,-77.02970919
DAY,BURGLARY,397162,141258,38.93920594,-77.032735
DAY,THEFT F/AUTO,400541,136259,38.89417772,-76.99376376
DAY,THEFT/OTHER,401535,131621,38.85239558,-76.98231603
DAY,BURGLARY,398155,142190,38.94760431,-77.02128372
DAY,THEFT F/AUTO,400233,136697,38.89812351,-76.997314
DAY,THEFT/OTHER,400231,135453,38.8869171,-76.99733748
DAY,BURGLARY,397773,144839,38.9714663,-77.02569903
DAY,THEFT/OTHER,398366,143174,38.95646887,-77.01885199
DAY,THEFT/OTHER,400332,136741,38.89851985,-76.99617272
EVENING,BURGLARY,401398,133306,38.867575,-76.98389091
DAY,THEFT F/AUTO,406167,134980,38.88263454,-76.92892293
DAY,THEFT F/AUTO,401370,135530,38.88760971,-76.98420912
DAY,THEFT F/AUTO,404923,134900,38.88192171,-76.94326108
DAY,THEFT F/AUTO,402187,139507,38.92343426,-76.97477956
DAY,THEFT/OTHER,396029,137018,38.90100626,-77.0457791
DAY,THEFT/OTHER,398423,134091,38.87464629,-77.0181735
DAY,ASSAULT W/DANGEROUS WEAPON,402438,131109,38.84778122,-76.97191482
DAY,THEFT F/AUTO,406165,135560,38.88785941,-76.92894078
DAY,THEFT F/AUTO,397529,140644,38.93367596,-77.02849962
DAY,THEFT F/AUTO,398477,137621,38.90644595,-77.01755902
DAY,THEFT/OTHER,398099,138672,38.91591297,-77.02191998
DAY,THEFT F/AUTO,398946,139606,38.92432817,-77.01215486
DAY,THEFT/OTHER,396662,138264,38.91223329,-77.03848771
DAY,THEFT/OTHER,400594,139371,38.92221165,-76.99315012
DAY,THEFT/OTHER,397655,138364,38.91313734,-77.02703859
DAY,THEFT F/AUTO,399758,135247,38.88506137,-77.00278924
DAY,THEFT/OTHER,402357,134072,38.87447339,-76.97283777
DAY,THEFT/OTHER,400232,135255,38.88513344,-76.99732602
DAY,THEFT/OTHER,397162,140804,38.93511618,-77.03273313
DAY,MOTOR VEHICLE THEFT,397671,142203,38.94772027,-77.02686713
DAY,ROBBERY,406954,136726,38.89835728,-76.91983478
DAY,THEFT F/AUTO,400088,137184,38.90251061,-76.99898548
DAY,THEFT/OTHER,401604,141012,38.93699302,-76.98149918
DAY,THEFT/OTHER,399489,137576,38.90604174,-77.00589141
DAY,THEFT F/AUTO,400638,136400,38.89544783,-76.99264548
DAY,THEFT F/AUTO,403023,138808,38.91713496,-76.9651419
EVENING,THEFT/OTHER,395861,137857,38.90856349,-77.04772092
EVENING,THEFT F/AUTO,398814,137856,38.90856343,-77.01367408
